,0h-1,0h-10,0h-11,0h-12,0h-13,0h-14,0h-15,0h-16,0h-2,0h-3,0h-4,0h-5,0h-6,0h-7,0h-8,0h-9,8-144h-1,8-144h-10,8-144h-11,8-144h-12,8-144h-13,8-144h-14,8-144h-15,8-144h-16,8-144h-2,8-144h-3,8-144h-4,8-144h-5,8-144h-6,8-144h-7,8-144h-8,8-144h-9,8-24h-1,8-24h-10,8-24h-11,8-24h-12,8-24h-13,8-24h-14,8-24h-15,8-24h-16,8-24h-2,8-24h-3,8-24h-4,8-24h-5,8-24h-6,8-24h-7,8-24h-8,8-24h-9,8-72h-1,8-72h-10,8-72h-11,8-72h-12,8-72h-13,8-72h-14,8-72h-15,8-72h-16,8-72h-2,8-72h-3,8-72h-4,8-72h-5,8-72h-6,8-72h-7,8-72h-8,8-72h-9,P-144h-1,P-144h-10,P-144h-11,P-144h-12,P-144h-13,P-144h-14,P-144h-15,P-144h-16,P-144h-2,P-144h-3,P-144h-4,P-144h-5,P-144h-6,P-144h-7,P-144h-8,P-144h-9,P-24h-1,P-24h-10,P-24h-11,P-24h-12,P-24h-13,P-24h-14,P-24h-15,P-24h-16,P-24h-2,P-24h-3,P-24h-4,P-24h-5,P-24h-6,P-24h-7,P-24h-8,P-24h-9,P-72h-1,P-72h-10,P-72h-11,P-72h-12,P-72h-13,P-72h-14,P-72h-15,P-72h-16,P-72h-2,P-72h-3,P-72h-4,P-72h-5,P-72h-6,P-72h-7,P-72h-8,P-72h-9,S-144h-1,S-144h-10,S-144h-11,S-144h-12,S-144h-13,S-144h-14,S-144h-15,S-144h-16,S-144h-2,S-144h-3,S-144h-4,S-144h-5,S-144h-6,S-144h-7,S-144h-8,S-144h-9,S-24h-1,S-24h-10,S-24h-11,S-24h-12,S-24h-13,S-24h-14,S-24h-15,S-24h-16,S-24h-2,S-24h-3,S-24h-4,S-24h-5,S-24h-6,S-24h-7,S-24h-8,S-24h-9,S-72h-1,S-72h-10,S-72h-11,S-72h-12,S-72h-13,S-72h-14,S-72h-15,S-72h-16,S-72h-2,S-72h-3,S-72h-4,S-72h-5,S-72h-6,S-72h-7,S-72h-8,S-72h-9
UT_HILIC_NEG_19782,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,15.293207118522293,,,,,,,,,,,,,18.447153224545097,18.55496328088976,18.43222298073373,18.660620541436536,,,,,,,,,,,,,16.46382505240641,16.740912675831602,16.68775265746512,16.169704259728498,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,
UT_HILIC_NEG_19769,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,15.752979084045512,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,16.00991257389942,16.029815629419904,15.504948370129444,15.722670404599077,,,,,,,,,,,,,21.436503041016074,21.46291449387439,21.354915567888877,21.462544308786388,,,,,,,,,,,,,16.802155217028776,18.013335105885385,17.88967102915529,17.90027359982402,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,
UT_HILIC_NEG_19815,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,15.954351051855234,16.100349425513194,15.95527431571531,-0.906784813872821,,,,,,,,,,,,,21.370131568204247,21.454433748710795,21.508197024993482,21.370003021659144,,,,,,,,,,,,,17.978140203060924,18.816885310565038,18.960681034335522,18.895791132081417,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,
UT_HILIC_NEG_33855,,,,,,,,,,,,17.519840084840027,16.10122647946784,16.834484629504658,17.416192540060948,,,,,,,,,,,,,17.57242371501668,16.107767137172615,17.00906261637413,19.468538413766318,,,,,,,,,,,,,16.222316893227468,16.854051791877882,16.365597952581922,16.896091232849056,,,,,,,,,,,,,17.00634010563264,16.426476399105475,16.742738106743413,16.83286944928623,,,,,,,,,,,,,17.826032756767447,18.32080143012101,17.41197342436338,17.673636057846597,,,,,,,,,,,,,21.191770108907114,21.106049262044646,20.905021589690904,21.308690541118924,,,,,,,,,,,,,18.79147204616352,19.27785706172953,19.177017987276773,18.91413936718474,,,,,,,,,,,,,16.892824607005075,16.44786714275039,16.95897562951241,16.125111935729873,,,,,,,,,,,,,16.90783353380744,17.217574942254895,17.033051697254006,17.278849697573484,,,,,,,,,,,,,16.805834415551093,16.73615561197366,16.56521545402302,17.173279130219242,
UT_HILIC_NEG_31069,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,16.051786294318127,,,,,,,,,,,,,15.318329906095228,-0.906784813872821,-0.906784813872821,16.905164693068333,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,17.760475211641054,18.799568113159353,18.582653683555918,,,,,,,,,,,,,17.805474286147042,-0.906784813872821,-0.906784813872821,16.1191426605131,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,15.836911285650682,-0.906784813872821,-0.906784813872821,-0.906784813872821,
UT_HILIC_NEG_19461,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,16.535476783301934,16.421695698714007,16.700013197392384,18.160920719819682,,,,,,,,,,,,,20.479477441040036,20.400389996073336,20.378254843535167,20.4653200785485,,,,,,,,,,,,,18.51164542036165,18.498697697526044,18.25332930187959,18.191207446839833,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,
UT_HILIC_NEG_19362,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,15.707848719714299,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,17.53035093335107,18.007472344661725,17.69713250875026,18.961991665892818,,,,,,,,,,,,,22.20395432809724,22.158177282809913,22.29098923674276,22.16448806714921,,,,,,,,,,,,,20.002199837496004,20.35409556991121,19.97074108203887,19.579760449596233,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,
UT_HILIC_NEG_19619,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,15.539971794678316,16.023102715356217,15.784766514096312,15.462290319656855,,,,,,,,,,,,,19.03897641481749,19.104043795631664,19.065394833645392,18.99643795937051,,,,,,,,,,,,,17.665215567280153,18.261371407392648,18.51336791040999,18.143304583532313,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,
UT_HILIC_NEG_19042,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,15.03485337205894,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,15.902901001194076,16.177442508177545,16.197797601907126,16.695503801014464,,,,,,,,,,,,,21.06562847035468,20.96426901161702,21.00895979584776,20.833441334670184,,,,,,,,,,,,,18.74781938202774,19.111140612777486,18.82018130015977,18.430448712967777,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,,,,,,,,,,,,,-0.906784813872821,-0.906784813872821,-0.906784813872821,-0.906784813872821,
UT_C18_POS_35273,,16.78700021035591,16.712057139914485,16.74192394477198,,,,,,,,,,,,16.749106957036155,,17.917853088004755,17.842806270256325,16.706857995426052,,,,,,,,,,,,18.440352268770443,,16.745809097730902,16.87011519345483,16.929533165013144,,,,,,,,,,,,16.77597774879089,,16.799331461240964,16.99238684500888,17.70452091676578,,,,,,,,,,,,16.743560618719037,,19.11346684833106,19.349184974512056,20.77707066358558,,,,,,,,,,,,20.54481495531536,,19.406469730487373,19.488211946394312,19.27460269231804,,,,,,,,,,,,19.189109687865066,,19.29233466546228,19.190613943973048,19.591441883749585,,,,,,,,,,,,18.845716679358084,,18.10168386572159,17.24171991722906,16.670531916418085,,,,,,,,,,,,17.86818593122673,,16.94879565058475,16.53640598841289,16.756424842608183,,,,,,,,,,,,16.83394085497943,,16.516552921900725,17.041378738180207,16.91036470384176,,,,,,,,,,,,17.04789669919722
UT_C18_POS_24024,,25.271688206305743,23.826776268284494,24.75460251787469,,,,,,,,,,,,23.237046243360734,,21.406273786700588,22.644881777336646,22.283698814711595,,,,,,,,,,,,21.649087733487363,,22.528241737431053,22.54673105423996,22.341556962992268,,,,,,,,,,,,22.21468685969645,,21.577411862342725,21.9599959202604,21.375703935287913,,,,,,,,,,,,22.011202169735714,,23.560785284919493,23.916392851145694,25.35464607994526,,,,,,,,,,,,24.793837343277936,,24.68406916282897,24.80657066459642,24.676065321601225,,,,,,,,,,,,24.58917587917089,,24.459277889226808,24.612927536870405,24.71418398259927,,,,,,,,,,,,23.92045362911423,,22.86117486374837,23.063822620165126,23.01184197441724,,,,,,,,,,,,22.54570451888109,,23.490482821821548,23.669689263609328,24.942492491391977,,,,,,,,,,,,24.046823261617636,,22.710883978961963,22.76739878452456,22.888985473020334,,,,,,,,,,,,22.73801750363219
UT_C18_POS_28338,,22.597160083842866,22.07801069473156,21.79111776705571,,,,,,,,,,,,20.958513634359196,,19.239280942342777,18.71890992218108,19.09895912755212,,,,,,,,,,,,19.005249255387124,,19.171992081351007,19.196217745312385,18.756411257404643,,,,,,,,,,,,18.905326946321654,,19.417973830168847,19.625155777682266,18.87627720689438,,,,,,,,,,,,19.1980043238547,,23.74012372645438,23.88873637538117,23.747320123286098,,,,,,,,,,,,24.234271166759914,,23.797512912822018,23.663424766756176,23.729920037674738,,,,,,,,,,,,23.29026934621235,,21.313199586674536,20.42949072028091,21.83741997337793,,,,,,,,,,,,19.88208222329252,,20.11111732662893,20.352970596787973,20.81352459535565,,,,,,,,,,,,19.668950234445106,,19.09048540200532,19.740486196392588,19.9362353451557,,,,,,,,,,,,19.45472601225793,,19.9110506264419,19.54086455667883,19.712176668563817,,,,,,,,,,,,19.56232348855942
UT_C18_POS_15315,,22.08163166539691,21.401196451975043,21.328535785316433,,,,,,,,,,,,20.670600929996482,,19.6683443500446,19.62820005518376,19.795433931917295,,,,,,,,,,,,19.468986409151647,,19.47251494136695,19.446192004773586,19.090328001259905,,,,,,,,,,,,19.20496414488024,,18.9927253151976,19.047516428067464,18.715630353950132,,,,,,,,,,,,19.031467256216267,,21.574152410590393,20.97004043160433,21.569369925788543,,,,,,,,,,,,21.593047752466013,,25.059865765158133,25.02278330561097,25.10593999072874,,,,,,,,,,,,24.683197567512252,,23.869465825846078,22.94945164871017,23.30662357474073,,,,,,,,,,,,23.30297785782727,,20.09711125967679,20.11315598772404,20.22547741794787,,,,,,,,,,,,20.036437787261768,,19.244518165054956,19.488387392431914,19.97136918726558,,,,,,,,,,,,19.669359910437674,,19.830985685969207,19.59293674383422,19.86836365342203,,,,,,,,,,,,19.494230581214566
UT_C18_POS_12695,,16.392685697746334,16.061799819364875,16.269746636626223,,,,,,,,,,,,15.923000529739678,,15.927787219592688,15.740737870408392,16.039364727080105,,,,,,,,,,,,15.566682582241341,,-1.5653448378596602,-1.5653448378596602,16.229381100429002,,,,,,,,,,,,15.809363695458357,,15.878450530664962,16.163907599945592,16.498463119293607,,,,,,,,,,,,16.417139988511366,,21.401065434214097,21.458471949029565,21.319818458649397,,,,,,,,,,,,21.15414873489871,,21.252725366426095,21.05362763958469,21.269567429719782,,,,,,,,,,,,20.924972950674935,,21.11308017031297,21.09359538849535,21.140842873689316,,,,,,,,,,,,20.833811209077563,,16.092151349366457,-1.5653448378596602,16.084065926204826,,,,,,,,,,,,16.431047246755536,,16.426909026839716,-1.5653448378596602,-1.5653448378596602,,,,,,,,,,,,16.32086752153982,,16.05758195220545,16.08631787769716,15.733833969267026,,,,,,,,,,,,16.025078208359716
UT_C18_POS_24871,,21.007304840578797,20.048793895086142,20.118520500730668,,,,,,,,,,,,19.115691564905333,,18.362535468416517,17.29400349070655,17.898528882409966,,,,,,,,,,,,18.122935141665586,,19.481212981170803,19.621924764183998,19.185449432760688,,,,,,,,,,,,19.263072929433243,,18.640852710699274,18.7741259881685,18.146153471273387,,,,,,,,,,,,18.346812791991,,17.43462847195148,17.08631051664663,17.064904086517796,,,,,,,,,,,,17.02307576500466,,17.283384300933534,16.918502052560022,17.052816162486955,,,,,,,,,,,,16.887570606515297,,17.30425968850772,17.408629275900413,17.815878711839282,,,,,,,,,,,,17.092628736007715,,19.22825902103434,19.404977499866618,19.512141008995986,,,,,,,,,,,,18.740735828471593,,19.14129341681656,19.385501711280202,20.135615357588406,,,,,,,,,,,,19.60354467098722,,19.450338548866124,18.81847149097548,19.389519380531052,,,,,,,,,,,,19.099551743520312
UT_C18_POS_12538,,25.080214105984588,24.150016840599925,24.287391682393203,,,,,,,,,,,,24.103700007569643,,22.667636527981355,22.723635116066333,22.841200276663706,,,,,,,,,,,,22.792861967599187,,22.66011790183977,22.598531099746797,22.40308446887613,,,,,,,,,,,,22.71218271528123,,21.786766360463737,21.890284986990658,21.571746071174964,,,,,,,,,,,,21.765304918769623,,24.909924204785586,24.21706755648528,24.706915733821045,,,,,,,,,,,,24.76953894976876,,28.079201048768944,27.98272469657161,28.001735786663573,,,,,,,,,,,,27.780288833619895,,26.675456442108867,25.775400199006807,26.092998586876522,,,,,,,,,,,,26.19546194948579,,22.581851652015413,22.472928772929002,22.505324200998782,,,,,,,,,,,,22.681750241894278,,22.72892370554334,22.79896949117092,22.65753947007771,,,,,,,,,,,,22.82652259419919,,22.093737348353915,21.966409164536454,22.08968969317568,,,,,,,,,,,,22.11563680849262
UT_C18_POS_26506,,20.24761175495142,19.558151617895348,19.64593789514011,,,,,,,,,,,,18.722264284097896,,18.98258265726757,18.900641310309506,18.779672487822364,,,,,,,,,,,,18.856398536202455,,17.902753769882725,17.952722935870927,18.200806288601235,,,,,,,,,,,,17.857838278051137,,18.024950797617166,17.92625336570072,17.533213518637073,,,,,,,,,,,,17.836623659138386,,21.924985414650624,21.992084251212923,21.87593585313087,,,,,,,,,,,,21.839539242935906,,22.24689800201699,22.259181641414482,22.424760250184846,,,,,,,,,,,,21.87073213357213,,22.15825526713374,21.92259692363427,22.199612741672066,,,,,,,,,,,,21.648350647309623,,18.086215960094336,18.4896757491333,18.586594376142664,,,,,,,,,,,,18.073738868905636,,17.736007258279017,17.95062816895531,18.806575738376196,,,,,,,,,,,,18.209018974322404,,18.003504735949058,17.595234239719826,18.002733995758355,,,,,,,,,,,,17.80127064724389
UT_C18_POS_17094,,22.819598987321452,21.922872174971218,22.080767604452795,,,,,,,,,,,,21.043705657616005,,19.942931010346236,19.626620761224714,20.09788424562724,,,,,,,,,,,,19.65691055769804,,20.529847057874786,20.430927307570965,20.05714376551012,,,,,,,,,,,,20.256572786128714,,19.280860238150755,19.119076886597785,18.83066142618656,,,,,,,,,,,,19.245568025153563,,21.58967126019759,20.782511014954405,21.40927568292485,,,,,,,,,,,,21.396153094859027,,24.75901650944018,24.733623715295145,24.819676454230486,,,,,,,,,,,,24.40157446138494,,23.416966027046428,22.41576510335206,22.687458342877488,,,,,,,,,,,,22.673575642788585,,19.742506978558204,19.81587561679895,19.89856109090067,,,,,,,,,,,,19.697851625716485,,20.115767600744167,20.461977765668347,21.219164501833763,,,,,,,,,,,,20.724297675142463,,19.704480457723687,19.489659346051162,19.639290889022266,,,,,,,,,,,,19.325615968666046
UT_C18_POS_34597,,21.19280389517855,20.519285429315612,20.007966215863583,,,,,,,,,,,,19.467676788396396,,16.39318044019663,16.26576382406377,16.706418582283796,,,,,,,,,,,,16.755522194268448,,18.13757466652802,18.25039696686863,17.539520454538422,,,,,,,,,,,,18.134101639199464,,17.618141849083543,17.50361078016901,16.9624375687416,,,,,,,,,,,,17.50421357471626,,15.54154768960448,15.534376024655385,15.745734715112079,,,,,,,,,,,,15.808246896184343,,17.224877836283895,17.557505434562188,17.39556534598972,,,,,,,,,,,,17.112749503848928,,16.447290547052205,16.385715313457307,16.296112853384713,,,,,,,,,,,,16.298171782704223,,17.416315520859012,17.43889993047668,17.80138502968138,,,,,,,,,,,,17.000824180572042,,17.774392003931435,18.133890544805755,19.500343969270403,,,,,,,,,,,,18.038405272006816,,18.414821968280602,17.92987801019075,18.09069798205757,,,,,,,,,,,,18.161311027495515
UT_C18_POS_45129,,19.5869324890445,19.819181865172858,19.352074901619456,,,,,,,,,,,,18.701282091904133,,18.076815075242635,17.85026449959642,17.784320704179237,,,,,,,,,,,,17.42966140074395,,18.798715237881552,19.634287170000256,19.237029257711708,,,,,,,,,,,,18.905861275104193,,17.931923255577487,17.82919283626842,17.408663521110967,,,,,,,,,,,,18.770999985400127,,17.508087301851525,17.0729047762392,19.379451770911196,,,,,,,,,,,,17.42339614062619,,19.309577603264565,18.681710593076634,19.364907302090792,,,,,,,,,,,,18.852045577523825,,18.262924103410516,17.903135209889463,18.345708952787362,,,,,,,,,,,,18.021904433233747,,18.07777905483667,18.166332285690252,18.34014879404824,,,,,,,,,,,,19.18710507482337,,18.733165042796728,19.049623748821368,20.118747845318236,,,,,,,,,,,,18.752275772925053,,18.644347031156567,19.022736242778688,18.702897071297695,,,,,,,,,,,,19.036081562667743
UT_C18_POS_29789,,21.146154092926277,19.195068169300132,20.706595673409005,,,,,,,,,,,,19.04602914984948,,17.13015374503384,17.083516723896025,17.215785130835606,,,,,,,,,,,,16.357985084878152,,18.734893887561196,19.222666152436346,18.391448350578845,,,,,,,,,,,,18.358112184116795,,17.697505516941334,18.072448242937277,17.44693877830946,,,,,,,,,,,,18.082235859137622,,17.051045549168805,18.042487133361536,18.69426085221434,,,,,,,,,,,,18.8226122177203,,18.441560266399662,18.85613551602405,18.34487694383216,,,,,,,,,,,,18.271950673940747,,18.537852049626416,18.427969804405812,18.74610462113395,,,,,,,,,,,,17.894722216642084,,17.278874646474964,18.465886805163198,19.361128190330746,,,,,,,,,,,,17.92546316751787,,18.874540070584587,19.144475425091898,20.040888204423055,,,,,,,,,,,,19.696763393666014,,18.6980982623779,18.29113192925018,18.88764289092434,,,,,,,,,,,,18.269422125904665
UT_C18_POS_16950,,20.013903285825357,18.72102917693038,19.271783159649804,,,,,,,,,,,,18.000365767607097,,20.37909074457191,19.82174401372991,20.324272637518167,,,,,,,,,,,,19.860523243147476,,17.73760880346144,17.991431276209312,17.3792476270635,,,,,,,,,,,,17.500208025460793,,17.173567349122884,17.468173766791125,17.436433398384906,,,,,,,,,,,,17.576784729366796,,21.479593782317334,21.199229006066332,21.30281572037889,,,,,,,,,,,,21.19397466489394,,20.196677521043767,20.079753644269505,20.2805927235891,,,,,,,,,,,,19.73979494569305,,21.578814362119065,21.263420971038894,21.449449538264737,,,,,,,,,,,,20.66282124978776,,18.579719576413,18.517496621578136,18.65466154899131,,,,,,,,,,,,18.42833039979895,,17.750287024339766,18.348271708026047,18.850121871922354,,,,,,,,,,,,18.466032635490198,,17.91089436044319,17.227770853351142,17.37125791243266,,,,,,,,,,,,17.39928109592414
UT_C18_POS_31181,,21.0266325153011,19.56883184079362,20.35322706921426,,,,,,,,,,,,19.15118331509254,,18.59697989697991,16.860871103690027,17.295845328092906,,,,,,,,,,,,17.900082867641608,,19.61759222351947,19.482310085590786,18.47558315559846,,,,,,,,,,,,18.90479794570843,,18.79559801764236,18.648400418405203,18.189375480269355,,,,,,,,,,,,18.546419618697165,,17.08660689883669,17.140377959343034,16.684741019629392,,,,,,,,,,,,17.43217395383954,,17.2352639950893,16.90154197008855,16.558111249259905,,,,,,,,,,,,16.64539400977153,,17.652675617210843,17.08725791725954,17.266096206410136,,,,,,,,,,,,17.119820595557762,,18.990137294542226,19.09791494561719,19.825642732641697,,,,,,,,,,,,17.897491331290894,,18.894410906101566,19.61697155409378,20.1842203788848,,,,,,,,,,,,19.312381341586658,,19.004871258606148,18.513443170366443,19.020098108063713,,,,,,,,,,,,18.82717521048019
UT_C18_POS_32156,,24.66006783678256,24.203336053126407,24.024480434953432,,,,,,,,,,,,22.981081024234705,,21.376027220050844,20.803385019227978,21.207151387621856,,,,,,,,,,,,21.539166859133932,,21.900375789520655,22.14167887446331,21.57719193571221,,,,,,,,,,,,21.645606631764345,,21.529924483814305,21.631531808692817,20.53141687251804,,,,,,,,,,,,21.219698822099097,,20.10563872465846,20.088081036995767,19.502537957702817,,,,,,,,,,,,19.83167465072913,,22.146376005892503,21.934058242735244,21.922353925780527,,,,,,,,,,,,21.672837501900077,,21.502600451191746,21.34798884206299,21.460840712714926,,,,,,,,,,,,21.182370225191292,,22.210418376782638,22.22615682504948,21.866294826728172,,,,,,,,,,,,21.930572838338904,,21.768056598810862,22.16735198812243,23.117664817789215,,,,,,,,,,,,22.23146393454501,,22.050622894352642,21.722200583918827,21.82713403195439,,,,,,,,,,,,21.79580630828865
UT_C18_POS_15554,,20.226699703052095,19.700495496592843,19.39975731327944,,,,,,,,,,,,18.95744047368682,,20.859293330231303,21.05931263849295,21.115584424775182,,,,,,,,,,,,20.800967499395163,,19.70127938409489,19.767060012674516,19.60802656686345,,,,,,,,,,,,19.390214518426628,,19.996084148968503,20.314477477454755,19.848044449419945,,,,,,,,,,,,20.39550171094192,,21.004025102770676,20.944828855553975,19.66722002016812,,,,,,,,,,,,18.012495674291387,,16.624144742982022,16.329259746734802,16.256223618220464,,,,,,,,,,,,16.058517539004765,,21.07923996657473,21.014293296156357,21.044473166673107,,,,,,,,,,,,20.718353849169716,,21.32299085881953,21.524347299193252,21.366489776071152,,,,,,,,,,,,21.306213030569964,,19.218453737732258,19.69278421713886,20.562625809050893,,,,,,,,,,,,19.691842427125014,,20.556401367021216,20.39936909991438,20.62850249949289,,,,,,,,,,,,20.193363889511716
UT_C18_POS_10156,,-1.5653448378596602,-1.5653448378596602,-1.5653448378596602,,,,,,,,,,,,16.7651758771297,,19.444466753423935,19.3763744928563,19.55047989968665,,,,,,,,,,,,19.239078232901274,,16.60156624124949,-1.5653448378596602,16.666373535943286,,,,,,,,,,,,16.69956242248787,,17.761408908877424,17.84100732110513,18.233801930563708,,,,,,,,,,,,17.985655463465747,,18.058699637747257,17.769310538191032,17.609272540287787,,,,,,,,,,,,17.90522051523026,,-1.5653448378596602,-1.5653448378596602,-1.5653448378596602,,,,,,,,,,,,-1.5653448378596602,,18.825085052831426,19.98493574419442,20.20980375864278,,,,,,,,,,,,17.945155286805388,,19.736263018457525,19.580900749535655,18.57206260124433,,,,,,,,,,,,19.287801418136358,,16.881977975480485,16.7929983554256,16.91067423052882,,,,,,,,,,,,17.24886874726725,,17.77890771349685,17.662566716893277,17.508855014612756,,,,,,,,,,,,17.759926077909093
UT_C18_POS_56727,,18.47461459831508,17.841655741728548,17.70566208324862,,,,,,,,,,,,18.39948405199587,,20.018103170570217,20.069453438776534,20.532508221091003,,,,,,,,,,,,19.85694430510662,,18.80806824371797,18.330695027793677,18.70299403430289,,,,,,,,,,,,18.634511095509076,,18.87253312851917,18.177197117039128,18.666410223293042,,,,,,,,,,,,18.216170919843844,,20.688616230464202,21.463100498985394,22.31180761762589,,,,,,,,,,,,21.41755201481512,,22.38199160606807,22.646782813071347,22.027796176525555,,,,,,,,,,,,22.128999797600308,,22.447652444480724,21.3488393262858,22.34788138818251,,,,,,,,,,,,21.891615665731013,,20.21867615516107,19.57342171179602,18.360317847514022,,,,,,,,,,,,19.231843205083244,,18.654312264008823,18.82895907385292,18.14346418194046,,,,,,,,,,,,18.395619481683973,,18.39453583738134,17.918665980327305,18.239174846910984,,,,,,,,,,,,18.4114649762168
