metabolite_kegg_id,metabolite_name,metabolite_compound_id,gene_id,gene_description,kegg_ko,ec_number,link_via
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g7686.t1,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,,1.5.1.28,EC:1.5.1.28->RXN:R03732
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g7744.t1,"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH",K00033,,KO:K00033->RXN:R10221
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g7860.t1,NADPH oxidase,,1.6.3.1,EC:1.6.3.1->RXN:R07171
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g7865.t1,adenylate kinase activity,K00858,,KO:K00858->RXN:R00104
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g7901.t1,adenylate kinase activity,K00858,,KO:K00858->RXN:R00104
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g7976.t1,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),K00627,,KO:K00627->RXN:R00209
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g8024.t1,NADH dehydrogenase (quinone) activity,K03943,,KO:K03943->RXN:R11945
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g8055.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R06366
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g8142.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R06366
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g847.t1,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity,K00134,,KO:K00134->RXN:R01061
C00003,NAD+,HILIC_POS_0126_NADpositive_M664p1164_16p07,g940.t1,Isocitrate dehydrogenase (NAD,K00030,,KO:K00030->RXN:R00709
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g10.t1,flavin-containing monooxygenase,,1.14.13.237,EC:1.14.13.237->RXN:R11804
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1025.t1,Ketopantoate reductase PanE/ApbA C terminal,K00077,,KO:K00077->RXN:R02472
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1031.t1,Enoyl-(Acyl carrier protein) reductase,K00059,,KO:K00059->RXN:R04533
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1123.t1,formate-tetrahydrofolate ligase activity,K00288,,KO:K00288->RXN:R01220
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1179.t1,"Component of the microsomal membrane bound fatty acid elongation system, which produces the 26-carbon very long-chain fatty acids (VLCFA) from palmitate. Catalyzes the reduction of the 3-ketoacyl-CoA intermediate that is formed in each cycle of fatty acid elongation. VLCFAs serve as precursors for ceramide and sphingolipids",K10251,,KO:K10251->RXN:R04682
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1235.t1,"Nitrate reductase is a key enzyme involved in the first step of nitrate assimilation in plants, fungi and bacteria",K10534,,KO:K10534->RXN:R00796
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g126.t1,D-xylose 1-dehydrogenase (NADP+) activity,K00078,,KO:K00078->RXN:R07015
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1298.t1,Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP),K00099,,KO:K00099->RXN:R05688
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1476.t1,"NO-associated protein 1, chloroplastic",K13427,,KO:K13427->RXN:R00557
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1589.t1,"Nitrate reductase is a key enzyme involved in the first step of nitrate assimilation in plants, fungi and bacteria",K10534,,KO:K10534->RXN:R00796
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1665.t1,"Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress",,1.14.12.17,EC:1.14.12.17->RXN:R05725
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g170.t1,Belongs to the Glu Leu Phe Val dehydrogenases family,K00262,,KO:K00262->RXN:R00248
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1704.t1,NAD-dependent epimerase dehydratase family protein,,1.1.1.219,EC:1.1.1.219->RXN:R03123
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g176.t1,Monomeric isocitrate dehydrogenase,K00031,,KO:K00031->RXN:R01899
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1958.t1,Aldo/keto reductase family,K05275,,KO:K05275->RXN:R01708
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g1960.t1,proline dehydrogenase activity,K00286,,KO:K00286->RXN:R03293
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2042.t1,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase,K00262,,KO:K00262->RXN:R00248
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g209.t1,Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family,K00384,,KO:K00384->RXN:R09372
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2114.t1,Belongs to the pyrroline-5-carboxylate reductase family,K00286,,KO:K00286->RXN:R03293
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2174.t1,Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family,K00383,,KO:K00383->RXN:R00115
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2189.t1,Aldehyde dehydrogenase 7 family member A1,K14085,,KO:K14085->RXN:R02566
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2212.t1,Belongs to the aldehyde dehydrogenase family,K00131,,KO:K00131->RXN:R01058
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2316.t1,4-hydroxy-tetrahydrodipicolinate reductase,K00215,,KO:K00215->RXN:R04199
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2331.t1,belongs to the aldehyde dehydrogenase family,K00135,,KO:K00135->RXN:R00714
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2600.t1,20-aldehyde-leukotriene B4 20-monooxygenase activity,,1.14.14.1,EC:1.14.14.1->RXN:R09405
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2657.t1,Ketopantoate reductase PanE/ApbA C terminal,K00077,,KO:K00077->RXN:R02472
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2716.t1,C-4 methylsterol oxidase activity,,1.14.18.9,EC:1.14.18.9->RXN:R04328
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2823.t1,aldehyde dehydrogenase (NAD) activity,K00128,,KO:K00128->RXN:R00264
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2903.t1,Ergosterol biosynthesis ERG4/ERG24 family,K00223,,KO:K00223->RXN:R05641
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g2937.t1,Short-chain dehydrogenase reductase SDR,K00059,,KO:K00059->RXN:R04533
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3029.t1,Belongs to the short-chain dehydrogenases reductases (SDR) family,K13606,,KO:K13606->RXN:R09070
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3057.t1,oxidation-reduction process,K00059,,KO:K00059->RXN:R04533
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3074.t1,N-terminal domain of oxidoreductase,K07119,,KO:K07119->RXN:R04557
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g309.t1,NADPH-hemoprotein reductase activity,K00380,,KO:K00380->RXN:R00858
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3201.t1,Ergosterol biosynthesis ERG4/ERG24 family,K00222,,KO:K00222->RXN:R05639
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3293.t1,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity,K05298,,KO:K05298->RXN:R01063
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3341.t1,farnesyl-diphosphate farnesyltransferase activity,K00801,,KO:K00801->RXN:R02872
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g335.t1,kynurenine 3-monooxygenase activity,K00486,,KO:K00486->RXN:R01960
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3426.t1,COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases,,1.6.5.5,EC:1.6.5.5->RXN:R02364
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3437.t1,divinyl chlorophyllide a 8-vinyl-reductase activity,K19073,,KO:K19073->RXN:R06272
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3514.t1,Malate dehydrogenase,K00051,,KO:K00051->RXN:R00343
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g358.t1,homoserine dehydrogenase activity,K12524,,KO:K12524->RXN:R01775
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g361.t1,Zinc-binding dehydrogenase,,1.1.1.1,EC:1.1.1.1->RXN:R08558
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3631.t1,RING-type zinc-finger,K00223,,KO:K00223->RXN:R05641
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3650.t1,QueF-like protein,K09457,,KO:K09457->RXN:R07605
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3654.t1,)-reductase,K00213,,KO:K00213->RXN:R01456
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g366.t1,"PFAM Peptidase S1 S6, chymotrypsin Hap",,1.3.1.74,EC:1.3.1.74->RXN:R07350
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3697.t1,adenylate kinase activity,K00858,,KO:K00858->RXN:R00104
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3736.t1,Ferredoxin-NADP reductase,,1.18.1.2,EC:1.18.1.2->RXN:R01195
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3738.t1,glucose-6-phosphate dehydrogenase activity,K00036,,KO:K00036->RXN:R02736
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3906.t1,ketol-acid reductoisomerase activity,K00053,,KO:K00053->RXN:R04439
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3915.t1,prephenate dehydrogenase (NADP+) activity,K15227,,KO:K15227->RXN:R00733
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g395.t1,Flavodoxin,,1.6.5.2,EC:1.6.5.2->RXN:R07359
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g3982.t1,Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde,K00145,,KO:K00145->RXN:R03443
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4270.t1,Carbonyl reductase NADPH,K00079,,KO:K00079->RXN:R02975
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g430.t1,KR domain,K00059,,KO:K00059->RXN:R04533
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4507.t1,iron ion binding,,1.14.14.1,EC:1.14.14.1->RXN:R09405
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4527.t1,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity,K00059,,KO:K00059->RXN:R04533
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4634.t1,Light-dependent protochlorophyllide reductase,K00218,,KO:K00218->RXN:R03845
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4635.t1,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,,1.16.1.8,EC:1.16.1.8->RXN:R05182
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4699.t1,"Catalyzes the initial reaction in the xylose utilization pathway by reducing D-xylose into xylitol. Xylose is a major component of hemicelluloses such as xylan. Most fungi utilize D- xylose via three enzymatic reactions, xylose reductase (XR), xylitol dehydrogenase (XDH), and xylulokinase, to form xylulose 5- phosphate, which enters pentose phosphate pathway (By similarity)",K17743,,KO:K17743->RXN:R01431
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4713.t1,Dehydrogenase reductase SDR family member,K11147,,KO:K11147->RXN:R08379
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4743.t1,"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH",K00033,,KO:K00033->RXN:R01528
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4786.t1,Belongs to the cytochrome P450 family,K09832,,KO:K09832->RXN:R11097
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4828.t1,KR domain,K05783,,KO:K05783->RXN:R05293
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4851.t1,FAD binding,K00486,,KO:K00486->RXN:R01960
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g4901.t1,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,K00077,,KO:K00077->RXN:R02472
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5114.t1,glutathione-disulfide reductase activity,K00383,,KO:K00383->RXN:R00115
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g514.t1,"Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate",K11752,,KO:K11752->RXN:R03458
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5212.t1,Methylmalonate-semialdehyde dehydrogenase,K00140,,KO:K00140->RXN:R00706
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5280.t1,c-3 sterol dehydrogenase c-4 decarboxylase,K07748,,KO:K07748->RXN:R12404
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5293.t1,Sulfite reductase,K00381,,KO:K00381->RXN:R00858
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5343.t1,adenylate kinase activity,K00858,,KO:K00858->RXN:R00104
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g540.t1,GTP binding,K13427,,KO:K13427->RXN:R00557
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5465.t1,NADPH oxidase,,1.6.3.1,EC:1.6.3.1->RXN:R07172
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5491.t1,ATP-NAD kinase,K00858,,KO:K00858->RXN:R00104
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5539.t1,sulfite reductase (ferredoxin) activity,K00381,,KO:K00381->RXN:R00858
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5577.t1,methylenetetrahydrofolate reductase (NAD(P)H) activity,,1.5.1.20,EC:1.5.1.20->RXN:R01224
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5637.t1,adenylate kinase activity,K00858,,KO:K00858->RXN:R00104
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5685.t1,Zinc-binding dehydrogenase,,1.1.1.1,EC:1.1.1.1->RXN:R08558
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g569.t1,"NO-associated protein 1, chloroplastic",K13427,,KO:K13427->RXN:R00557
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5884.t1,delta24-sterol reductase activity,K09828,,KO:K09828->RXN:R05703
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5894.t1,geranylgeranyl diphosphate reductase activity,K10960,,KO:K10960->RXN:R11226
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5930.t1,threonine-type endopeptidase activity,K15402,,KO:K15402->RXN:R09454
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5933.t1,Minor allergen Alt a 7,,1.6.5.2,EC:1.6.5.2->RXN:R07359
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g5943.t1,"TIGRFAM Ubiquinone biosynthesis hydroxylase, UbiH UbiF VisC COQ6",K18800,,KO:K18800->RXN:R04987
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g6093.t1,"Malic enzyme, NAD binding domain",K00029,,KO:K00029->RXN:R00216
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g6247.t1,oxidation-reduction process,K00208,,KO:K00208->RXN:R04970
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g6340.t1,"Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress",K15765,,KO:K15765->RXN:R03562
C00006,NADP+ (NADPH spontaneously oxidizes),HILIC_POS_0137_NADPNADPH_spontaneously_oxidizes_positive_M744p0827_16p96,g6382.t1,"Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress",K15765,,KO:K15765->RXN:R03562
